Date,Market Cap,Volume,Open,Close
2022-01-10,"
$791,648,558,215
","
$18,016,718,174
","
$41,862
","
$41,870
"
2022-01-09,"
$792,892,599,976
","
$23,337,017,233
","
$41,757
","
$41,862
"
2022-01-08,"
$787,735,561,341
","
$79,685,254,648
","
$41,527
","
$41,757
"
2022-01-07,"
$819,522,879,407
","
$26,366,602,397
","
$43,216
","
$41,527
"
2022-01-06,"
$827,723,202,715
","
$31,837,641,246
","
$43,647
","
$43,216
"
2022-01-05,"
$876,242,689,666
","
$24,895,990,584
","
$45,938
","
$43,647
"
2022-01-04,"
$880,330,191,985
","
$21,890,019,532
","
$46,531
","
$45,938
"
2022-01-03,"
$897,536,090,321
","
$33,756,128,242
","
$47,387
","
$46,531
"
2022-01-02,"
$904,551,946,917
","
$18,904,585,811
","
$47,816
","
$47,387
"
2022-01-01,"
$876,192,941,903
","
$25,895,349,605
","
$46,320
","
$47,816
"
2021-12-31,"
$892,648,631,306
","
$23,753,871,435
","
$47,192
","
$46,320
"
2021-12-30,"
$874,314,106,560
","
$26,348,739,119
","
$46,507
","
$47,192
"
2021-12-29,"
$902,655,839,568
","
$29,538,983,233
","
$47,725
","
$46,507
"
2021-12-28,"
$960,280,703,700
","
$22,793,878,137
","
$50,774
","
$47,725
"
2021-12-27,"
$961,723,851,972
","
$19,632,044,502
","
$50,853
","
$50,774
"
2021-12-26,"
$958,099,737,763
","
$17,235,296,606
","
$50,663
","
$50,853
"
2021-12-25,"
$962,312,381,228
","
$22,535,489,970
","
$50,889
","
$50,663
"
2021-12-24,"
$960,809,259,355
","
$26,419,703,745
","
$50,901
","
$50,889
"
2021-12-23,"
$921,888,029,985
","
$21,887,790,446
","
$48,756
","
$50,901
"
2021-12-22,"
$929,203,956,014
","
 $25,764,127,608
","
$49,145
","
$48,756
"
2021-12-21,"
$890,808,857,615
","
$29,356,191,956
","
$47,117
","
$49,145
"
2021-12-20,"
$884,905,649,264
","
$23,002,876,886
","
$46,807
","
$47,117
"
2021-12-19,"
$887,944,269,264
","
$23,305,069,270
","
$46,970
","
$46,807
"
2021-12-18,"
$875,783,175,210
","
$30,617,760,444
","
$46,329
","
$46,970
"
2021-12-17,"
$901,558,072,619
","
$24,699,414,444
","
$47,695
","
$46,329
"
2021-12-16,"
$925,006,387,197
","
$33,782,603,071
","
$48,937
","
$47,695
"
2021-12-15,"
$915,015,634,617
","
$30,152,105,690
","
$48,411
","
$48,937
"
2021-12-14,"
$882,570,058,437
","
$29,628,245,402
","
$46,696
","
$48,411
"
2021-12-13,"
$945,932,497,231
","
$19,871,029,748
","
$50,051
","
$46,696
 "
2021-12-12,"
$930,603,779,264
","
$24,619,129,767
","
$49,242
","
$50,051
"
2021-12-11,"
$893,919,955,030
","
$29,611,257,205
","
$47,304
","
$49,242
"
2021-12-10,"
$904,878,061,657
","
$27,269,362,515
","
$47,886
","
$47,304
"
2021-12-09,"
$954,800,139,986
","
$26,590,164,539
","
$50,530
","
$47,886
"
2021-12-08,"
$956,961,313,926
","
$30,083,305,920
","
$50,648
","
$50,530
"
2021-12-07,"
$953,396,710,270
","
$36,126,018,722
","
$50,462
","
$50,648
"
2021-12-06,"
$932,015,145,132
","
$32,826,574,574
","
$49,268
","
$50,462
"
2021-12-05,"
$930,097,457,942
","
$55,941,408,415
","
$49,162
","
$49,268
"
2021-12-04,"
$1,016,040,747,070
","
$39,527,112,726
","
$53,786
","
$49,162
"
2021-12-03,"
$1,067,406,204,923
 ","
$36,296,342,257
","
$56,508
","
$53,786
"
2021-12-02,"
$1,079,838,995,017
","
$49,383,073,891
","
$57,169
","
$56,508
"
2021-12-01,"
$1,076,804,436,724
","
$35,723,038,604
","
$57,011
","
$57,169
"
2021-11-30,"
$1,092,574,224,476
","
$30,985,196,647
","
$57,849
","
$57,011
"
2021-11-29,"
$1,080,980,050,981
","
$27,659,464,987
","
$57,238
","
$57,849
"
2021-11-28,"
$1,030,781,591,913
","
$28,256,851,068
","
$54,533
","
$57,238
"
2021-11-27,"
$1,016,487,054,820
","
$41,325,811,946
","
$53,828
","
$54,533
"
2021-11-26,"
$1,112,182,356,757
","
$33,721,097,081
","
$58,898
","
$53,828
"
2021-11-25,"
$1,080,039,673,037
","
$31,695,369,988
","
$57,198
","
$58,898
"
2021-11-24,"
$1,090,380,950,871
","
$36,421,192,857
","
$57,749
 ","
$57,198
"
2021-11-23,"
$1,064,619,437,494
","
$34,001,467,919
","
$56,387
","
$57,749
"
2021-11-22,"
$1,120,610,791,476
","
$25,743,426,947
","
$59,140
","
$56,387
"
2021-11-21,"
$1,134,300,362,589
","
$29,676,550,712
","
$60,083
","
$59,140
"
2021-11-20,"
$1,103,594,176,399
","
$37,851,259,606
","
$58,459
","
$60,083
"
2021-11-19,"
$1,075,758,915,731
","
$41,828,523,862
","
$56,987
","
$58,459
"
2021-11-18,"
$1,138,136,620,641
","
$39,200,729,529
","
$60,604
","
$56,987
"
2021-11-17,"
$1,141,910,823,556
","
$48,978,396,011
","
$60,449
","
$60,604
"
2021-11-16,"
$1,206,711,952,538
","
$32,107,212,452
","
$63,934
","
N/A
"
2021-11-15,"
$1,239,021,452,561
","
$26,088,449,437
","
$65,649
","
$63,934
"
2021-11-14,"
$1,220,299,721,851
","
$29,677,693,457
","
$64,660
","
$65,649
"
2021-11-13,"
$1,215,930,166,023
","
$36,872,626,218
","
$64,432
","
$64,660
"
2021-11-12,"
$1,228,606,858,157
","
$35,457,583,783
","
$65,006
","
$64,432
"
2021-11-11,"
$1,221,681,091,091
","
$48,648,563,669
","
$65,061
","
$65,006
"
2021-11-10,"
$1,268,116,896,159
","
$41,207,912,438
","
$67,145
","
$65,061
"
2021-11-09,"
$1,278,797,895,528
","
$105,426,313,891
","
$67,617
","
$67,145
"
2021-11-08,"
$1,191,631,271,448
","
$24,877,902,990
","
$63,153
","
$67,617
"
2021-11-07,"
$1,162,489,871,875
","
$31,423,601,393
","
$61,661
","
$63,153
"
2021-11-06,"
$1,154,530,569,293
","
$31,182,137,448
","
$61,247
","
$61,661
"
2021-11-05,"
$1,157,101,738,113
","
$33,152,275,947
","
$61,602
","
$61,247
"
2021-11-04,"
$1,187,048,124,214
","
$36,561,444,797
","
$63,131
","
$61,602
"
2021-11-03,"
$1,186,951,581,189
","
$37,335,066,460
","
$63,247
","
$63,131
"
2021-11-02,"
$1,152,831,210,804
","
$35,834,742,028
","
$61,122
","
$63,247
"
2021-11-01,"
$1,159,841,954,948
","
$32,494,948,461
","
$61,472
","
$61,122
"
2021-10-31,"
$1,166,423,768,410
","
$31,810,216,330
","
$61,837
","
$61,472
"
2021-10-30,"
$1,178,047,465,292
","
$38,648,967,245
","
$62,283
","
$61,837
"
2021-10-29,"
$1,145,912,030,969
","
$52,318,597,557
","
$60,768
","
$62,283
"
2021-10-28,"
$1,105,754,837,661
","
$43,976,252,157
","
$58,641
","
 $60,768
"
2021-10-27,"
$1,143,497,865,065
","
$33,233,702,858
","
$60,604
","
$58,641
"
2021-10-26,"
$1,192,131,994,833
","
$30,852,852,368
","
$63,228
","
$60,604
"
2021-10-25,"
$1,153,315,262,663
","
$29,982,535,557
","
$61,173
","
$63,228
"
2021-10-24,"
$1,161,166,467,847
","
$28,505,039,148
","
$61,572
","
$61,173
"
2021-10-23,"
$1,151,508,584,005
","
$40,766,460,605
","
$61,029
","
$61,572
"
2021-10-22,"
$1,178,926,819,141
","
$48,709,960,686
","
$62,541
","
$61,029
"
2021-10-21,"
$1,250,376,460,616
","
$40,790,757,382
","
$66,238
","
$62,541
"
2021-10-20,"
$1,217,582,580,303
","
$42,550,624,869
","
$64,518
","
$66,238
"
2021-10-19,"
$1,173,944,883,530
","
$39,610,183,787
","
$62,018
","
$64,518
"
2021-10-18,"
$1,160,650,121,142
","
$29,625,957,542
","
$61,584
","
$62,018
"
2021-10-17,"
$1,153,847,028,825
","
$35,385,452,269
","
$61,166
","
$61,584
"
2021-10-16,"
$1,164,782,155,730
","
$53,653,355,008
","
$61,809
","
$61,166
"
2021-10-15,"
$1,082,900,149,763
","
$35,994,603,913
","
$57,452
","
$61,809
"
2021-10-14,"
$1,083,366,079,899
","
$41,216,945,749
","
$57,488
","
$57,452
"
2021-10-13,"
$1,061,829,863,954
","
$40,021,384,611
","
$56,335
","
$57,488
"
2021-10-12,"
$1,084,736,227,838
","
$41,913,482,915
","
$57,573
","
$56,335
"
2021-10-11,"
$1,030,788,036,762
","
$38,579,271,671
","
$54,712
","
$57,573
"
2021-10-10,"
$1,038,524,699,061
","
$31,927,344,846
","
$55,125
","
$54,712
"
2021-10-09,"
$1,016,650,501,581
","
$33,935,485,257
","
$54,011
","
$55,125
"
2021-10-08,"
$1,015,246,512,239
","
$36,549,815,857
","
$53,895
","
$54,011
"
2021-10-07,"
$1,044,675,252,844
","
$48,462,388,016
","
$55,415
","
$53,895
"
2021-10-06,"
$973,040,988,103
","
$35,480,330,025
","
$51,669
","
$55,415
"
2021-10-05,"
$927,812,140,868
","
$32,691,763,060
","
$49,260
","
$51,669
"
2021-10-04,"
$910,331,395,887
","
$26,034,594,562
","
$48,283
","
$49,260
"
2021-10-03,"
$900,582,483,713
","
$29,742,127,388
","
$47,778
","
$48,283
"
2021-10-02,"
$906,929,641,889
","
$42,089,383,190
","
$48,182
","
$47,778
"
2021-10-01,"
$827,840,965,060
","
$30,859,918,335
","
$43,859
","
$48,182
"
2021-09-30,"
$782,626,384,092
","
$30,068,690,312
","
$41,588
","
$43,859
"
2021-09-29,"
$775,534,111,089
","
$29,691,944,223
","
$41,010
","
$41,588
"
2021-09-28,"
$794,889,951,096
","
$30,483,144,439
","
$42,247
","
$41,010
"
2021-09-27,"
$825,341,135,636
","
$30,462,815,705
","
$43,337
","
$42,247
"
2021-09-26,"
$808,279,417,023
","
$30,898,116,660
","
$42,857
","
$43,337
"
2021-09-25,"
$809,772,498,813
","
$42,973,070,343
","
$42,752
","
$42,857
"
2021-09-24,"
$846,615,719,474
","
$33,594,750,550
","
$44,981
","
$42,752
"
2021-09-23,"
$820,460,824,051
","
$36,624,234,960
","
$43,587
","
$44,981
"
2021-09-22,"
$760,802,031,651
","
$45,940,419,565
","
$40,387
","
$43,587
"
2021-09-21,"
$805,826,302,811
","
$41,220,025,454
","
$42,933
","
$40,387
"
2021-09-20,"
$891,560,241,243
","
$26,163,167,369
","
$47,371
","
$42,933
"
2021-09-19,"
$907,957,032,341
","
$27,630,476,158
","
$48,267
","
$47,371
"
2021-09-18,"
$892,585,184,978
","
$27,731,209,179
","
$47,229
","
$48,267
"
2021-09-17,"
$900,990,520,812
","
$31,578,783,375
","
$47,879
","
N/A
"
2021-09-16,"
$906,727,769,791
","
$30,037,816,650
","
$48,187
","
$47,879
"
2021-09-15,"
$886,524,004,597
","
$38,645,575,966
","
$47,135
","
$48,187
"
2021-09-14,"
$848,992,511,474
","
$40,683,028,028
","
$45,140
","
$47,135
"
2021-09-13,"
$869,122,611,514
","
$27,585,855,039
","
$46,195
","
$45,140
"
2021-09-12,"
$849,828,231,596
","
$34,160,277,726
","
$45,196
","
$46,195
"
2021-09-11,"
$842,222,636,395
","
$38,051,987,740
","
$44,803
","
$45,196
"
2021-09-10,"
$876,179,332,244
","
$38,581,092,904
","
$46,519
","
$44,803
"
2021-09-09,"
$866,885,887,154
","
$48,151,104,381
","
$46,085
","
$46,519
"
2021-09-08,"
$881,943,904,969
","
$64,010,507,329
","
$46,995
","
$46,085
"
2021-09-07,"
$992,868,819,862
","
$37,532,574,717
","
$52,740
","
$46,995
"
2021-09-06,"
$971,284,117,138
","
$31,765,191,430
","
$51,696
","
$52,740
"
2021-09-05,"
$940,538,655,660
","
$36,985,805,207
","
$50,013
","
$51,696
"
2021-09-04,"
$937,295,558,515
","
$42,934,455,726
","
$49,935
","
$50,013
"
2021-09-03,"
$927,323,146,557
","
$39,362,789,535
","
$49,339
","
$49,935
"
2021-09-02,"
$918,058,330,851
","
$39,060,601,275
","
$48,823
","
$49,339
"
2021-09-01,"
$890,014,982,635
","
$34,868,965,959
","
$47,335
","
$48,823
"
2021-08-31,"
$885,729,258,053
","
$32,326,073,272
","
$47,124
","
$47,335
"
2021-08-30,"
$919,515,378,469
","
$26,244,843,558
","
$48,907
","
$47,124
"
2021-08-29,"
$920,017,911,099
","
$28,491,785,397
","
$48,937
","
$48,907
"
2021-08-28,"
$922,969,799,299
","
$34,607,868,773
","
$49,083
","
$48,937
"
2021-08-27,"
$887,832,142,450
","
$33,774,857,003
","
$47,229
","
$49,083
"
2021-08-26,"
$921,328,247,354
","
$33,517,327,124
","
$49,003
","
$47,229
"
2021-08-25,"
$902,489,541,308
","
$38,387,146,175
","
$47,941
","
$49,003
"
2021-08-24,"
$930,729,196,214
","
 $35,800,255,386
","
$49,519
","
$47,941
"
2021-08-23,"
$925,630,106,451
","
$27,110,183,703
","
$49,251
","
$49,519
"
2021-08-22,"
$920,750,216,465
","
$42,147,725,293
","
$48,934
","
$49,251
"
2021-08-21,"
$923,013,359,587
","
$36,497,089,237
","
$49,196
","
$48,934
"
2021-08-20,"
$867,650,725,473
","
$38,434,805,723
","
$46,745
","
$49,196
"
2021-08-19,"
$847,143,004,615
","
$34,668,999,388
","
$45,015
","
$46,745
"
2021-08-18,"
$836,777,066,606
","
$34,488,116,651
","
$44,534
","
$45,015
"
2021-08-17,"
$866,391,335,029
","
$34,221,605,780
","
$46,032
","
$44,534
"
2021-08-16,"
$882,888,202,378
","
$32,863,850,458
","
$47,025
","
$46,032
"
2021-08-15,"
$886,593,539,913
","
$33,294,851,811
","
$47,089
","
$47,025
"
2021-08-14,"
$895,084,141,169
","
$34,320,865,037
","
$47,717
","
$47,089
"
2021-08-13,"
$836,054,770,492
","
$35,838,614,930
","
$44,495
","
$47,717
"
2021-08-12,"
$857,660,568,377
","
$35,679,832,771
","
$45,652
","
$44,495
"
2021-08-11,"
$854,344,953,099
","
$35,669,862,362
","
$45,640
","
$45,652
"
2021-08-10,"
$861,862,844,506
","
$42,726,733,998
","
$46,311
","
$45,640
"
2021-08-09,"
$821,704,814,136
","
$39,633,218,479
","
$43,753
","
$46,311
"
2021-08-08,"
$838,457,486,988
","
$42,725,276,705
","
$44,648
","
$43,753
"
2021-08-07,"
$803,853,127,161
","
$40,840,608,017
","
$42,802
","
$44,648
"
2021-08-06,"
$768,416,417,394
","
$38,527,930,905
","
$40,825
","
$42,802
"
2021-08-05,"
$747,085,951,935
 ","
$27,751,046,040
","
$39,752
","
$40,825
"
2021-08-04,"
$720,835,141,114
","
$28,422,901,237
","
$38,368
","
$39,752
"
2021-08-03,"
$737,440,183,776
","
$28,057,528,866
","
$39,279
","
$38,368
"
2021-08-02,"
$747,403,845,432
","
$28,555,173,662
","
$39,915
","
$39,279
"
2021-08-01,"
$784,039,345,926
","
$28,437,941,447
","
$41,754
","
$39,915
"
2021-07-31,"
$786,531,956,384
","
$35,530,501,783
","
$41,936
","
$41,754
"
2021-07-30,"
$750,407,963,580
","
$28,717,414,113
","
$39,978
","
$41,936
"
2021-07-29,"
$751,371,299,911
","
$41,369,107,423
","
$40,031
","
$39,978
"
2021-07-28,"
$732,311,951,673
","
$36,401,287,454
","
$39,077
","
$40,031
"
2021-07-27,"
$701,921,012,035
","
$53,550,491,998
","
$37,282
","
$39,077
"
2021-07-26,"
$664,681,184,169
","
$20,929,083,221
","
$35,456
","
$37,282
"
2021-07-25,"
$642,012,590,041
","
$22,120,323,672
","
$34,214
","
$35,456
"
2021-07-24,"
$627,747,173,675
","
$22,937,379,735
","
$33,456
","
$34,214
"
2021-07-23,"
$607,621,607,805
","
$19,741,588,059
","
$32,409
","
$33,456
"
2021-07-22,"
$605,357,009,417
","
$29,070,652,060
","
$32,384
","
$32,409
"
2021-07-21,"
$561,743,228,117
","
$23,000,299,062
","
$29,972
","
$32,384
"
2021-07-20,"
$580,252,472,383
","
$20,095,540,828
","
$30,928
","
$29,972
"
2021-07-19,"
$597,872,278,369
","
$17,742,105,808
","
$31,919
","
N/A
"
2021-07-18,"
$592,581,931,071
","
$17,715,455,995
","
$31,589
","
$31,919
"
2021-07-17,"
$588,495,008,676
","
$22,671,859,963
","
$31,400
","
$31,589
"
2021-07-16,"
$595,342,431,374
","
$21,557,729,227
","
$31,726
","
$31,400
"
2021-07-15,"
$616,691,143,980
","
$21,779,069,066
","
$32,879
","
$31,726
"
2021-07-14,"
$613,002,045,101
","
$19,932,531,700
","
$32,676
","
$32,879
"
2021-07-13,"
$623,350,567,667
","
$21,683,885,321
","
$33,263
","
$32,676
"
2021-07-12,"
$643,335,853,171
","
$17,798,828,844
","
$34,300
","
$33,263
"
2021-07-11,"
$632,185,737,683
","
$20,558,304,484
","
$33,705
","
$34,300
"
2021-07-10,"
$637,000,370,375
","
$24,282,108,111
","
$33,971
","
$33,705
"
2021-07-09,"
$617,861,633,772
","
$29,065,577,052
","
$32,934
","
$33,971
"
2021-07-08,"
$636,246,944,189
","
$23,692,220,470
","
$33,932
","
$32,934
"
2021-07-07,"
$640,405,812,762
","
$26,106,856,612
","
$34,150
","
$33,932
"
2021-07-06,"
$636,061,920,915
","
$25,894,820,185
","
$33,928
","
$34,150
"
2021-07-05,"
$663,571,591,568
","
$22,727,930,418
","
$35,394
","
$33,928
"
2021-07-04,"
$650,382,046,625
","
$22,986,053,605
","
$34,730
","
$35,394
"
2021-07-03,"
$633,684,390,026
","
$25,084,046,353
","
$33,951
","
$34,730
"
2021-07-02,"
$629,863,895,572
","
$29,129,630,236
","
$33,678
","
$33,951
"
2021-07-01,"
$660,200,427,590
","
$31,024,153,847
","
$35,171
","
$33,678
"
2021-06-30,"
$674,231,340,724
","
$35,121,257,876
","
$35,969
","
$35,171
"
2021-06-29,"
$647,741,224,117
","
$32,453,802,891
","
$34,557
","
$35,969
"
2021-06-28,"
$649,262,127,990
","
$34,335,452,117
","
$34,607
","
$34,557
"
2021-06-27,"
$600,235,334,321
","
$36,873,109,420
","
$32,024
","
$34,607
"
2021-06-26,"
$598,703,019,611
","
$38,635,245,431
","
$31,943
","
$32,024
"
2021-06-25,"
$650,340,461,976
","
$31,862,051,544
","
$34,675
","
$31,943
"
2021-06-24,"
$631,634,847,766
","
$39,798,236,962
","
$33,703
","
$34,675
"
2021-06-23,"
$606,580,031,923
","
$57,443,014,758
","
$32,508
","
$33,703
"
2021-06-22,"
$598,335,733,136
","
$51,873,870,277
","
$31,712
","
$32,508
"
2021-06-21,"
$670,634,370,557
","
$35,609,127,164
","
$35,787
","
$31,712
"
2021-06-20,"
$666,901,325,910
","
$28,858,979,692
","
$35,582
","
$35,787
"
2021-06-19,"
$673,761,687,974
","
$35,162,612,173
","
$35,881
","
$35,582
"
2021-06-18,"
$715,652,442,155
","
$36,330,237,284
","
$38,194
","
$35,881
"
2021-06-17,"
$718,016,373,177
","
$36,563,438,890
","
$38,321
","
$38,194
"
2021-06-16,"
$756,522,207,420
","
$36,706,248,352
","
$40,378
","
$38,321
"
2021-06-15,"
$761,104,314,502
","
$45,836,408,439
","
$40,625
","
$40,378
"
2021-06-14,"
$733,402,631,079
","
$38,185,633,278
","
$39,148
","
$40,625
"
2021-06-13,"
$668,148,892,256
","
$35,710,196,743
","
$35,666
","
$39,148
"
2021-06-12,"
$698,528,023,664
","
$36,358,044,263
","
$37,289
","
$35,666
"
2021-06-11,"
$691,681,868,464
","
$42,952,476,855
","
$36,903
","
$37,289
"
2021-06-10,"
$705,292,677,171
","
$54,511,387,836
","
$37,554
","
$36,903
"
2021-06-09,"
$629,018,966,290
","
$46,727,462,986
","
$33,557
","
$37,554
"
2021-06-08,"
$626,527,049,948
","
$33,345,528,753
","
$33,451
","
$33,557
"
2021-06-07,"
$671,131,079,524
","
$27,689,283,071
","
$35,834
","
$33,451
"
2021-06-06,"
$662,913,486,273
","
$34,068,172,836
","
$35,547
","
$35,834
"
2021-06-05,"
$691,747,462,828
","
$39,345,490,149
","
$36,939
","
$35,547
"
2021-06-04,"
$733,150,718,114
","
$33,396,718,845
","
$39,151
","
$36,939
"
2021-06-03,"
$704,531,333,543
","
$31,240,691,604
","
$37,686
","
$39,151
"
2021-06-02,"
$688,726,381,047
","
$33,536,905,028
","
$36,680
","
$37,686
"
2021-06-01,"
$699,138,611,681
","
$37,950,798,680
","
$37,341
","
$36,680
"
2021-05-31,"
$668,664,301,774
","
$30,650,274,658
","
$35,715
","
$37,341
"
2021-05-30,"
$654,239,808,357
","
$43,184,025,045
","
$34,775
","
$35,715
"
2021-05-29,"
$668,521,654,365
","
$49,991,590,068
","
$35,710
","
$34,775
"
2021-05-28,"
$723,137,484,747
","
$40,836,817,156
","
$38,643
","
$35,710
"
2021-05-27,"
$737,668,726,732
","
$47,026,386,118
","
$39,407
","
$38,643
"
2021-05-26,"
$715,248,689,990
","
$48,724,794,158
","
$38,211
","
$39,407
"
2021-05-25,"
$723,143,072,420
","
$71,163,197,727
","
$38,642
","
$38,211
"
2021-05-24,"
$654,558,962,028
","
$84,358,034,876
","
$34,978
","
$38,642
"
2021-05-23,"
$702,143,968,884
","
$61,178,935,274
","
$37,520
","
$34,978
"
2021-05-22,"
$698,762,712,554
","
$88,706,010,988
","
$37,340
","
$37,520
"
2021-05-21,"
$759,679,496,751
","
$95,001,812,131
","
$40,438
","
$37,340
"
2021-05-20,"
$697,785,056,488
","
$141,151,477,375
","
$37,287
","
N/A
"
2021-05-19,"
$800,545,278,568
","
$65,037,066,859
","
$43,091
","
$37,287
"
2021-05-18,"
$819,256,623,329
","
$84,054,878,924
","
$43,781
","
$43,091
"
2021-05-17,"
$871,695,620,616
","
$70,636,455,914
","
$46,585
","
$43,781
"
2021-05-16,"
$875,321,252,276
","
$62,896,879,696
","
$46,781
","
$46,585
"
2021-05-15,"
$935,962,705,739
","
$56,820,196,965
","
$49,913
","
$46,781
"
2021-05-14,"
$934,964,766,186
","
$104,203,551,168
","
$49,973
","
$49,913
"
2021-05-13,"
$935,512,493,151
","
$75,523,928,654
","
$50,005
","
$49,973
"
2021-05-12,"
$1,064,993,057,464
","
$67,726,708,141
","
$56,929
","
$50,005
"
2021-05-11,"
$1,045,714,370,754
","
$76,672,978,748
","
$55,902
","
$56,929
"
2021-05-10,"
$1,088,903,483,393
","
$67,906,284,081
","
$58,214
","
$55,902
"
2021-05-09,"
$1,099,271,802,311
","
$66,812,167,538
","
$58,772
","
$58,214
"
2021-05-08,"
$1,072,831,991,777
","
$68,154,805,947
","
$57,362
","
$58,772
"
2021-05-07,"
$1,056,801,053,575
","
$87,510,802,711
","
$56,508
","
$57,362
"
2021-05-06,"
$1,070,969,079,354
","
$72,158,368,258
","
$57,432
","
$56,508
"
2021-05-05,"
$999,775,008,412
","
$71,296,763,919
","
$53,464
","
$57,432
"
2021-05-04,"
$1,069,571,255,196
","
$54,132,470,274
","
$57,200
","
$53,464
"
2021-05-03,"
$1,057,850,321,949
","
$39,072,664,394
","
$56,601
","
$57,200
"
2021-05-02,"
$1,080,897,634,123
","
$43,967,070,046
","
$57,813
","
$56,601
"
2021-05-01,"
$1,082,721,727,348
","
$53,879,045,974
","
$57,829
","
$57,813
"
2021-04-30,"
$1,001,973,605,935
","
$46,958,036,373
","
$53,597
","
$57,829
"
2021-04-29,"
$1,024,625,833,392
","
$48,072,930,663
","
$54,811
","
$53,597
"
2021-04-28,"
$1,027,617,870,422
","
$48,468,560,013
","
$54,992
","
$54,811
"
2021-04-27,"
$1,008,389,773,190
","
$60,226,926,860
","
$53,979
","
$54,992
"
2021-04-26,"
$915,533,819,859
","
$46,233,432,154
","
$48,981
","
$53,979
"
2021-04-25,"
$937,014,999,515
","
$49,296,256,746
","
$50,133
","
$48,981
"
2021-04-24,"
$956,744,203,682
","
$91,138,220,375
","
$51,191
","
$50,133
"
2021-04-23,"
$971,174,701,493
","
$77,897,442,832
","
$51,966
","
$51,191
"
2021-04-22,"
$1,012,699,264,346
","
$56,115,370,322
","
$54,190
","
$51,966
"
2021-04-21,"
$1,055,145,534,127
","
$68,166,802,216
","
$56,295
 ","
$54,190
"
2021-04-20,"
$1,043,148,020,633
","
$66,156,275,210
","
$55,721
","
$56,295
"
2021-04-19,"
$1,053,618,163,310
","
$102,065,957,642
","
$56,289
","
$55,721
"
2021-04-18,"
$1,125,592,412,523
","
$63,808,212,133
","
$60,274
","
$56,289
"
2021-04-17,"
$1,149,602,869,702
","
$86,260,673,270
","
$61,497
","
$60,274
"
2021-04-16,"
$1,179,561,609,817
","
$60,495,376,851
","
$63,180
","
$61,497
"
2021-04-15,"
$1,173,412,921,930
","
$80,157,135,508
","
$62,807
","
$63,180
"
2021-04-14,"
$1,187,737,045,885
","
$71,993,120,011
","
$63,577
","
$62,807
"
2021-04-13,"
$1,118,532,902,102
","
$55,994,558,889
","
$59,911
","
$63,577
"
2021-04-12,"
$1,120,606,689,450
","
$46,792,500,387
","
$59,988
","
$59,911
"
2021-04-11,"
$1,116,221,525,334
","
$61,788,197,399
","
$59,979
","
$59,988
"
2021-04-10,"
$1,085,794,662,405
","
$45,880,879,042
","
$58,153
","
$59,979
"
2021-04-09,"
$1,083,362,883,828
","
$48,714,359,354
","
$58,066
","
$58,153
"
2021-04-08,"
$1,050,759,681,845
","
$67,617,613,532
","
$56,134
","
$58,066
"
2021-04-07,"
$1,084,341,670,321
","
$61,497,704,158
","
$58,062
","
$56,134
"
2021-04-06,"
$1,096,202,611,390
","
$54,670,173,277
","
$58,707
","
$58,062
"
2021-04-05,"
$1,087,344,280,110
","
$46,156,767,978
","
$58,229
","
$58,707
"
2021-04-04,"
$1,067,101,827,373
","
$52,067,853,988
","
$57,060
","
$58,229
"
2021-04-03,"
$1,103,133,931,137
","
$52,224,918,752
","
$59,060
","
$57,060
"
2021-04-02,"
$1,098,583,823,874
","
$54,320,681,401
","
$58,801
","
$59,060
"
2021-04-01,"
$1,098,127,310,947
","
$57,495,844,478
","
$58,817
","
$58,801
"
2021-03-31,"
$1,095,293,012,033
","
$52,387,542,501
","
$58,669
","
$58,817
"
2021-03-30,"
$1,075,942,162,537
","
$57,387,039,705
","
$57,635
","
$58,669
"
2021-03-29,"
$1,039,333,584,621
","
$49,315,845,081
","
$55,728
","
$57,635
"
2021-03-28,"
$1,042,184,275,333
","
$47,285,749,219
","
$55,832
","
$55,728
"
2021-03-27,"
$1,027,209,990,795
","
$55,442,557,956
","
$55,033
","
$55,832
"
2021-03-26,"
$959,155,260,367
","
$63,401,640,503
","
$51,417
","
$55,033
"
2021-03-25,"
$982,797,427,007
","
$73,029,051,195
","
$52,527
","
$51,417
"
2021-03-24,"
$1,017,637,245,492
","
$60,383,378,707
","
$54,585
","
$52,527
 "
2021-03-23,"
$1,020,641,820,439
","
$62,001,716,795
","
$54,370
","
$54,585
"
2021-03-22,"
$1,074,356,788,297
","
$55,664,123,838
","
$57,574
","
$54,370
"
